timestamp, user id, event
2013-09-04T13:01:47.929+03:00,49929,save start
2013-09-04T13:01:49.743+03:00,36595,save completed
2013-09-04T13:01:49.895+03:00,54599,save start
2013-09-04T13:01:50.256+03:00,64354,save start
2013-09-04T13:01:52.493+03:00,54599,provision eComm
2013-09-04T13:01:53.320+03:00,45347,save start
2013-09-04T13:01:54.687+03:00,64012,save start
2013-09-04T13:01:55.133+03:00,49929,save completed
2013-09-04T13:01:58.574+03:00,45347,save completed
2013-09-04T13:01:59.534+03:00,14764,save start
2013-09-04T13:02:00.210+03:00,47814,save start
2013-09-04T13:02:00.985+03:00,54599,save completed
2013-09-04T13:02:01.154+03:00,14764,save completed
2013-09-04T13:02:03.957+03:00,56738,save start
2013-09-04T13:02:04.845+03:00,36707,save start
2013-09-04T13:02:06.135+03:00,47814,save completed
2013-09-04T13:02:08.938+03:00,36707,save completed
2013-09-04T13:02:14.263+03:00,39256,save start
2013-09-04T13:02:14.345+03:00,56738,provision eComm
2013-09-04T13:02:14.654+03:00,40010,save start
2013-09-04T13:02:15.577+03:00,40010,provision Blog
2013-09-04T13:02:16.606+03:00,32330,save start
2013-09-04T13:02:17.432+03:00,56738,save completed
2013-09-04T13:02:18.188+03:00,64012,provision eComm
2013-09-04T13:02:18.513+03:00,39256,save completed
2013-09-04T13:02:19.028+03:00,40010,save completed
2013-09-04T13:02:19.942+03:00,32330,save completed
2013-09-04T13:02:20.804+03:00,29219,save start
2013-09-04T13:02:23.913+03:00,29219,save completed
2013-09-04T13:02:25.209+03:00,64012,save completed
2013-09-04T13:02:26.160+03:00,64354,provision Blog
2013-09-04T13:02:26.487+03:00,64354,provision eComm
2013-09-04T13:02:26.999+03:00,52034,save start
2013-09-04T13:02:27.834+03:00,64354,save completed
2013-09-04T13:02:31.372+03:00,31724,save start
2013-09-04T13:02:32.477+03:00,52034,provision eComm
2013-09-04T13:02:32.936+03:00,45546,save start
2013-09-04T13:02:33.563+03:00,52034,provision Blog
2013-09-04T13:02:34.853+03:00,31724,save completed
2013-09-04T13:02:34.884+03:00,52034,save completed
2013-09-04T13:02:38.029+03:00,45546,save completed
2013-09-04T13:02:48.073+03:00,63479,save start
2013-09-04T13:02:50.602+03:00,15943,save start
2013-09-04T13:02:51.117+03:00,15943,provision Blog
2013-09-04T13:02:52.629+03:00,15943,save completed
2013-09-04T13:02:52.700+03:00,51657,save start
2013-09-04T13:02:54.375+03:00,30351,save start
2013-09-04T13:02:55.075+03:00,42196,save start
2013-09-04T13:02:57.036+03:00,28932,save start
2013-09-04T13:02:57.877+03:00,30351,save completed
2013-09-04T13:02:59.363+03:00,42196,save completed
2013-09-04T13:03:00.145+03:00,28932,save completed
2013-09-04T13:03:00.523+03:00,51657,save completed
2013-09-04T13:03:11.656+03:00,63479,provision eComm
2013-09-04T13:03:14.277+03:00,48198,save start
2013-09-04T13:03:15.849+03:00,63479,save completed
2013-09-04T13:03:20.107+03:00,35042,save start
2013-09-04T13:03:20.567+03:00,48198,save completed
2013-09-04T13:03:22.404+03:00,55184,save start
2013-09-04T13:03:24.028+03:00,35042,save completed
2013-09-04T13:03:29.175+03:00,42228,save start
2013-09-04T13:03:30.274+03:00,57867,save start
2013-09-04T13:03:31.591+03:00,24144,save start
2013-09-04T13:03:33.699+03:00,42228,save completed
2013-09-04T13:03:34.102+03:00,24144,save completed
2013-09-04T13:03:34.117+03:00,55184,save completed
2013-09-04T13:03:37.468+03:00,57867,provision eComm
2013-09-04T13:03:45.916+03:00,52324,save start
2013-09-04T13:03:46.704+03:00,57867,save completed
2013-09-04T13:03:51.067+03:00,33970,save start
2013-09-04T13:03:53.143+03:00,52099,save start
2013-09-04T13:03:54.677+03:00,33970,save completed
2013-09-04T13:03:54.798+03:00,52099,provision eComm
2013-09-04T13:03:55.220+03:00,52324,save completed
2013-09-04T13:03:56.160+03:00,57930,save start
2013-09-04T13:03:59.582+03:00,41216,save start
2013-09-04T13:03:59.589+03:00,57930,provision eComm
2013-09-04T13:03:59.767+03:00,49421,save start
2013-09-04T13:04:01.483+03:00,52099,save completed
2013-09-04T13:04:04.290+03:00,41216,save completed
2013-09-04T13:04:06.493+03:00,49421,save completed
2013-09-04T13:04:07.593+03:00,44567,save start
2013-09-04T13:04:07.822+03:00,43216,save start
2013-09-04T13:04:08.439+03:00,44567,provision Blog
2013-09-04T13:04:11.266+03:00,57930,save completed
2013-09-04T13:04:13.004+03:00,43216,save completed
2013-09-04T13:04:13.103+03:00,44567,save completed
2013-09-04T13:04:17.536+03:00,14206,save start
2013-09-04T13:04:17.865+03:00,31426,save start
2013-09-04T13:04:19.188+03:00,14206,save completed
2013-09-04T13:04:20.408+03:00,35701,save start
2013-09-04T13:04:21.249+03:00,31426,save completed
2013-09-04T13:04:24.471+03:00,35701,save completed
2013-09-04T13:04:25.810+03:00,29596,save start
2013-09-04T13:04:26.180+03:00,21619,save start
2013-09-04T13:04:26.668+03:00,21619,provision Blog
2013-09-04T13:04:28.191+03:00,29596,provision Blog
2013-09-04T13:04:28.434+03:00,21619,save completed
2013-09-04T13:04:28.949+03:00,29596,save completed
2013-09-04T13:04:33.933+03:00,53699,save start
2013-09-04T13:04:37.277+03:00,41692,save start
2013-09-04T13:04:41.693+03:00,41692,save completed
2013-09-04T13:04:43.148+03:00,59239,save start
2013-09-04T13:04:43.715+03:00,54769,save start
2013-09-04T13:04:44.000+03:00,53699,save completed
2013-09-04T13:04:44.067+03:00,29787,save start
2013-09-04T13:04:45.284+03:00,16647,save start
2013-09-04T13:04:45.328+03:00,20458,save start
2013-09-04T13:04:46.165+03:00,26029,save start
2013-09-04T13:04:46.868+03:00,29787,save completed
2013-09-04T13:04:46.993+03:00,16647,save Failure
2013-09-04T13:04:47.544+03:00,20458,save completed
2013-09-04T13:04:49.243+03:00,26029,save completed
2013-09-04T13:04:52.102+03:00,53121,save start
2013-09-04T13:04:52.985+03:00,54769,provision eComm
2013-09-04T13:04:53.817+03:00,54769,save completed
2013-09-04T13:04:57.720+03:00,53121,provision eComm
2013-09-04T13:05:00.579+03:00,53121,save completed
2013-09-04T13:05:01.652+03:00,59239,save completed
2013-09-04T13:05:13.396+03:00,61697,save start
2013-09-04T13:05:16.139+03:00,53040,save start
2013-09-04T13:05:16.588+03:00,61697,provision eComm
2013-09-04T13:05:18.227+03:00,39182,save start
2013-09-04T13:05:22.349+03:00,39440,save start
2013-09-04T13:05:22.918+03:00,39182,save completed
2013-09-04T13:05:25.733+03:00,53040,save completed
2013-09-04T13:05:26.704+03:00,39440,save completed
2013-09-04T13:05:28.354+03:00,63096,save start
2013-09-04T13:05:32.190+03:00,24295,save start
2013-09-04T13:05:34.308+03:00,61697,save completed
2013-09-04T13:05:34.366+03:00,23038,save start
2013-09-04T13:05:34.641+03:00,24295,save completed
2013-09-04T13:05:35.413+03:00,29759,save start
2013-09-04T13:05:35.518+03:00,55520,save start
2013-09-04T13:05:36.838+03:00,23038,save completed
2013-09-04T13:05:38.470+03:00,29759,save completed
2013-09-04T13:05:39.538+03:00,63096,provision Blog
2013-09-04T13:05:40.630+03:00,55520,provision eComm
2013-09-04T13:05:43.488+03:00,63096,provision eComm
2013-09-04T13:05:47.925+03:00,55520,save completed
2013-09-04T13:05:51.585+03:00,58299,save start
2013-09-04T13:05:52.061+03:00,43659,save start
2013-09-04T13:05:52.392+03:00,23881,save start
2013-09-04T13:05:53.378+03:00,23881,provision Blog
2013-09-04T13:05:54.808+03:00,63096,save completed
2013-09-04T13:05:55.034+03:00,23881,save completed
2013-09-04T13:05:56.989+03:00,43659,save completed
2013-09-04T13:05:57.244+03:00,37448,save start
2013-09-04T13:05:59.236+03:00,20157,save start
2013-09-04T13:06:01.322+03:00,37448,save completed
2013-09-04T13:06:01.460+03:00,20157,save completed
2013-09-04T13:06:06.578+03:00,58299,provision eComm
2013-09-04T13:06:07.815+03:00,58299,save completed
2013-09-04T13:06:11.200+03:00,42772,save start
2013-09-04T13:06:16.174+03:00,42772,save completed
2013-09-04T13:06:27.033+03:00,30667,save start
2013-09-04T13:06:29.061+03:00,19332,save start
2013-09-04T13:06:30.194+03:00,54922,save start
2013-09-04T13:06:30.531+03:00,30667,save completed
2013-09-04T13:06:31.450+03:00,19332,save completed
2013-09-04T13:06:40.090+03:00,27298,save start
2013-09-04T13:06:41.615+03:00,54922,save completed
2013-09-04T13:06:41.687+03:00,60748,save start
2013-09-04T13:06:43.142+03:00,27298,save completed
2013-09-04T13:06:48.202+03:00,60748,provision eComm
2013-09-04T13:06:51.171+03:00,12033,save start
2013-09-04T13:06:52.215+03:00,12033,provision Blog
2013-09-04T13:06:52.401+03:00,12033,save completed
2013-09-04T13:06:53.577+03:00,57466,save start
2013-09-04T13:06:53.996+03:00,23398,save start
2013-09-04T13:06:55.498+03:00,23398,provision Blog
2013-09-04T13:06:55.648+03:00,32376,save start
2013-09-04T13:06:56.566+03:00,23398,save completed
2013-09-04T13:06:57.519+03:00,62248,save start
2013-09-04T13:06:57.726+03:00,24850,save start
2013-09-04T13:06:58.061+03:00,13897,save start
2013-09-04T13:06:58.777+03:00,13897,provision Blog
2013-09-04T13:06:59.174+03:00,32376,save completed
2013-09-04T13:06:59.886+03:00,13897,save completed
2013-09-04T13:07:00.443+03:00,24850,save completed
2013-09-04T13:07:00.655+03:00,60748,provision Blog
2013-09-04T13:07:01.653+03:00,47400,save start
2013-09-04T13:07:01.833+03:00,29621,save start
2013-09-04T13:07:02.028+03:00,29621,provision Blog
2013-09-04T13:07:02.641+03:00,60748,save completed
2013-09-04T13:07:02.890+03:00,11322,save start
2013-09-04T13:07:03.312+03:00,11322,provision Blog
2013-09-04T13:07:03.849+03:00,54828,save start
2013-09-04T13:07:04.136+03:00,11322,save completed
2013-09-04T13:07:04.509+03:00,47400,provision Blog
2013-09-04T13:07:04.677+03:00,29621,save completed
2013-09-04T13:07:04.687+03:00,27537,save start
2013-09-04T13:07:04.873+03:00,57466,provision eComm
2013-09-04T13:07:06.090+03:00,54828,provision Blog
2013-09-04T13:07:06.944+03:00,57466,save completed
2013-09-04T13:07:07.613+03:00,47400,save completed
2013-09-04T13:07:07.705+03:00,27537,save completed
2013-09-04T13:07:09.407+03:00,51592,save start
2013-09-04T13:07:11.770+03:00,33398,save start
2013-09-04T13:07:13.263+03:00,33398,provision Blog
2013-09-04T13:07:14.334+03:00,54828,provision eComm
2013-09-04T13:07:14.778+03:00,54828,save completed
2013-09-04T13:07:15.349+03:00,33398,save completed
2013-09-04T13:07:17.080+03:00,51592,save completed
2013-09-04T13:07:17.907+03:00,21893,save start
2013-09-04T13:07:18.076+03:00,62248,provision eComm
2013-09-04T13:07:20.380+03:00,62248,save completed
2013-09-04T13:07:20.490+03:00,21893,save completed
2013-09-04T13:07:27.191+03:00,46796,save start
2013-09-04T13:07:31.912+03:00,56958,save start
2013-09-04T13:07:31.978+03:00,46796,provision Blog
2013-09-04T13:07:33.096+03:00,46796,save completed
2013-09-04T13:07:33.533+03:00,56958,provision Blog
2013-09-04T13:07:42.670+03:00,56958,provision eComm
2013-09-04T13:07:46.019+03:00,51914,save start
2013-09-04T13:07:46.097+03:00,56958,save completed
2013-09-04T13:07:48.671+03:00,19367,save start
2013-09-04T13:07:49.696+03:00,19367,provision Blog
2013-09-04T13:07:50.927+03:00,19367,save completed
2013-09-04T13:07:51.431+03:00,61495,save start
2013-09-04T13:07:51.510+03:00,61495,provision eComm
2013-09-04T13:07:53.205+03:00,61495,provision Blog
2013-09-04T13:07:54.006+03:00,51914,provision eComm
2013-09-04T13:07:54.436+03:00,51914,save completed
2013-09-04T13:07:58.016+03:00,19133,save start
2013-09-04T13:07:58.133+03:00,63674,save start
2013-09-04T13:07:58.889+03:00,63674,provision eComm
2013-09-04T13:08:00.361+03:00,19133,save completed
2013-09-04T13:08:02.351+03:00,14164,save start
2013-09-04T13:08:04.135+03:00,14164,save completed
2013-09-04T13:08:11.996+03:00,61495,save completed
2013-09-04T13:08:20.522+03:00,31503,save start
2013-09-04T13:08:21.335+03:00,34769,save start
2013-09-04T13:08:23.958+03:00,31503,save completed
2013-09-04T13:08:24.197+03:00,63674,save completed
2013-09-04T13:08:25.289+03:00,34769,save completed
2013-09-04T13:08:25.408+03:00,62219,save start
2013-09-04T13:08:29.824+03:00,10768,save start
2013-09-04T13:08:29.876+03:00,10768,provision Blog
2013-09-04T13:08:30.971+03:00,10768,save completed
2013-09-04T13:08:38.905+03:00,50278,save start
2013-09-04T13:08:39.831+03:00,62683,save start
2013-09-04T13:08:40.211+03:00,50278,provision Blog
2013-09-04T13:08:43.478+03:00,62683,provision eComm
2013-09-04T13:08:45.863+03:00,62219,provision eComm
2013-09-04T13:08:45.906+03:00,50278,save completed
2013-09-04T13:08:47.860+03:00,35253,save start
2013-09-04T13:08:49.790+03:00,62219,save completed
2013-09-04T13:08:51.602+03:00,35253,save completed
2013-09-04T13:08:53.509+03:00,35888,save start
2013-09-04T13:08:57.765+03:00,50706,save start
2013-09-04T13:09:05.288+03:00,62683,save completed
2013-09-04T13:09:08.225+03:00,40740,save start
2013-09-04T13:09:09.179+03:00,12205,save start
2013-09-04T13:09:10.457+03:00,12205,save completed
2013-09-04T13:09:11.477+03:00,40740,provision Blog
2013-09-04T13:09:13.063+03:00,40740,save completed
2013-09-04T13:09:25.589+03:00,61978,save start
2013-09-04T13:09:27.379+03:00,41398,save start
2013-09-04T13:09:27.870+03:00,36927,save start
2013-09-04T13:09:28.251+03:00,61978,save Failure
2013-09-04T13:09:28.462+03:00,14979,save start
2013-09-04T13:09:29.648+03:00,13048,save start
2013-09-04T13:09:30.072+03:00,14979,save completed
2013-09-04T13:09:31.175+03:00,13048,save completed
2013-09-04T13:09:31.835+03:00,36927,save completed
2013-09-04T13:09:32.176+03:00,41398,save completed
2013-09-04T13:09:37.632+03:00,37594,save start
2013-09-04T13:09:41.681+03:00,37594,save completed
2013-09-04T13:09:41.972+03:00,61978,provision eComm
2013-09-04T13:09:48.797+03:00,18228,save start
2013-09-04T13:09:49.527+03:00,12037,save start
2013-09-04T13:09:50.138+03:00,22340,save start
2013-09-04T13:09:50.782+03:00,18228,save completed
2013-09-04T13:09:50.879+03:00,12037,save completed
2013-09-04T13:09:51.483+03:00,63463,save start
2013-09-04T13:09:51.594+03:00,22340,provision Blog
2013-09-04T13:09:51.629+03:00,54299,save start
2013-09-04T13:09:52.602+03:00,22340,save completed
2013-09-04T13:09:53.880+03:00,28650,save start
2013-09-04T13:09:54.367+03:00,28207,save start
2013-09-04T13:09:55.493+03:00,28207,provision Blog
2013-09-04T13:09:56.383+03:00,54299,provision eComm
2013-09-04T13:09:56.993+03:00,28650,save completed
2013-09-04T13:09:57.370+03:00,28207,save completed
2013-09-04T13:09:59.307+03:00,25247,save start
2013-09-04T13:10:01.080+03:00,51205,save start
2013-09-04T13:10:02.049+03:00,25247,save completed
2013-09-04T13:10:02.700+03:00,54299,save completed
2013-09-04T13:10:04.041+03:00,13117,save start
2013-09-04T13:10:05.500+03:00,13117,save completed
2013-09-04T13:10:08.741+03:00,49134,save start
2013-09-04T13:10:08.899+03:00,51205,provision Blog
2013-09-04T13:10:09.191+03:00,51205,save completed
2013-09-04T13:10:14.565+03:00,63463,provision eComm
2013-09-04T13:10:16.019+03:00,49134,save completed
2013-09-04T13:10:16.575+03:00,14099,save start
2013-09-04T13:10:16.959+03:00,15619,save start
2013-09-04T13:10:17.644+03:00,63463,save completed
2013-09-04T13:10:18.275+03:00,14099,save completed
2013-09-04T13:10:18.645+03:00,15619,save completed
2013-09-04T13:10:22.575+03:00,39303,save start
2013-09-04T13:10:22.744+03:00,36604,save start
2013-09-04T13:10:23.378+03:00,27038,save start
2013-09-04T13:10:24.318+03:00,36604,provision Blog
2013-09-04T13:10:26.476+03:00,27038,save completed
2013-09-04T13:10:26.620+03:00,36604,save completed
2013-09-04T13:10:27.053+03:00,39303,save completed
2013-09-04T13:10:33.002+03:00,55232,save start
2013-09-04T13:10:35.134+03:00,41773,save start
2013-09-04T13:10:36.735+03:00,40915,save start
2013-09-04T13:10:36.967+03:00,31590,save start
2013-09-04T13:10:39.977+03:00,41773,save completed
2013-09-04T13:10:40.623+03:00,31590,save completed
2013-09-04T13:10:40.808+03:00,12598,save start
2013-09-04T13:10:41.537+03:00,40915,save completed
2013-09-04T13:10:41.906+03:00,12598,provision Blog
2013-09-04T13:10:41.981+03:00,21260,save start
2013-09-04T13:10:41.999+03:00,46362,save start
2013-09-04T13:10:42.269+03:00,12598,save completed
2013-09-04T13:10:44.226+03:00,55232,provision eComm
2013-09-04T13:10:44.391+03:00,21260,save completed
2013-09-04T13:10:44.722+03:00,55232,save completed
2013-09-04T13:10:44.745+03:00,57003,save start
2013-09-04T13:10:46.224+03:00,44135,save start
2013-09-04T13:10:47.822+03:00,46362,save completed
2013-09-04T13:10:51.098+03:00,57003,provision eComm
2013-09-04T13:10:51.773+03:00,44135,save completed
2013-09-04T13:10:52.976+03:00,44237,save start
2013-09-04T13:10:53.538+03:00,38674,save start
2013-09-04T13:10:55.595+03:00,40100,save start
2013-09-04T13:10:57.827+03:00,57003,save completed
2013-09-04T13:10:57.859+03:00,44237,save completed
2013-09-04T13:10:58.140+03:00,38674,save completed
2013-09-04T13:10:58.243+03:00,49343,save start
2013-09-04T13:10:58.984+03:00,40100,provision Blog
2013-09-04T13:10:59.818+03:00,40100,save completed
2013-09-04T13:11:00.553+03:00,56979,save start
2013-09-04T13:11:01.715+03:00,42804,save start
2013-09-04T13:11:03.852+03:00,42804,provision Blog
2013-09-04T13:11:05.141+03:00,56979,provision eComm
2013-09-04T13:11:05.480+03:00,49343,save completed
2013-09-04T13:11:06.764+03:00,42804,save completed
2013-09-04T13:11:07.949+03:00,57385,save start
2013-09-04T13:11:09.445+03:00,52891,save start
2013-09-04T13:11:09.904+03:00,50540,save start
2013-09-04T13:11:10.264+03:00,23054,save start
2013-09-04T13:11:10.946+03:00,50540,provision Blog
2013-09-04T13:11:12.748+03:00,23054,save completed
2013-09-04T13:11:13.119+03:00,42905,save start
2013-09-04T13:11:14.269+03:00,56979,save completed
2013-09-04T13:11:14.416+03:00,33741,save start
2013-09-04T13:11:17.054+03:00,42905,provision Blog
2013-09-04T13:11:17.273+03:00,50540,save completed
2013-09-04T13:11:17.423+03:00,33741,provision Blog
2013-09-04T13:11:17.777+03:00,57385,provision Blog
2013-09-04T13:11:17.954+03:00,33741,save completed
2013-09-04T13:11:18.077+03:00,52891,save completed
2013-09-04T13:11:18.133+03:00,42905,save completed
2013-09-04T13:11:19.351+03:00,57385,provision eComm
2013-09-04T13:11:19.777+03:00,32431,save start
2013-09-04T13:11:20.278+03:00,37113,save start
2013-09-04T13:11:21.987+03:00,57385,save completed
2013-09-04T13:11:22.963+03:00,10985,save start
2013-09-04T13:11:23.117+03:00,32431,save completed
2013-09-04T13:11:23.986+03:00,37113,save completed
2013-09-04T13:11:24.149+03:00,10985,save completed
2013-09-04T13:11:31.779+03:00,30051,save start
2013-09-04T13:11:34.706+03:00,30051,save completed
2013-09-04T13:11:39.248+03:00,29778,save start
2013-09-04T13:11:40.278+03:00,46380,save start
2013-09-04T13:11:41.295+03:00,34027,save start
2013-09-04T13:11:42.394+03:00,29778,save completed
2013-09-04T13:11:44.923+03:00,34027,save completed
2013-09-04T13:11:46.512+03:00,46380,save completed
2013-09-04T13:11:48.439+03:00,18001,save start
2013-09-04T13:11:49.038+03:00,18001,save Failure
2013-09-04T13:11:50.154+03:00,18001,provision Blog
2013-09-04T13:12:03.157+03:00,62309,save start
2013-09-04T13:12:07.232+03:00,38627,save start
2013-09-04T13:12:09.500+03:00,62942,save start
2013-09-04T13:12:11.971+03:00,38627,save completed
2013-09-04T13:12:12.574+03:00,56058,save start
2013-09-04T13:12:14.976+03:00,43642,save start
2013-09-04T13:12:18.830+03:00,62942,provision eComm
2013-09-04T13:12:19.433+03:00,62309,provision eComm
2013-09-04T13:12:19.454+03:00,49290,save start
2013-09-04T13:12:19.743+03:00,34393,save start
2013-09-04T13:12:19.964+03:00,43642,save completed
2013-09-04T13:12:20.261+03:00,34393,provision Blog
2013-09-04T13:12:20.272+03:00,56058,provision eComm
2013-09-04T13:12:21.487+03:00,28076,save start
2013-09-04T13:12:22.689+03:00,35780,save start
2013-09-04T13:12:23.424+03:00,34393,save completed
2013-09-04T13:12:23.931+03:00,56058,save completed
2013-09-04T13:12:24.651+03:00,28076,save completed
2013-09-04T13:12:25.063+03:00,49290,provision Blog
2013-09-04T13:12:25.920+03:00,16474,save start
2013-09-04T13:12:25.983+03:00,49290,save completed
2013-09-04T13:12:26.330+03:00,62309,save completed
2013-09-04T13:12:26.640+03:00,35780,save completed
2013-09-04T13:12:27.690+03:00,27492,save start
2013-09-04T13:12:27.880+03:00,16474,save completed
2013-09-04T13:12:30.719+03:00,27492,save completed
2013-09-04T13:12:33.367+03:00,12725,save start
2013-09-04T13:12:33.479+03:00,62942,save completed
2013-09-04T13:12:34.700+03:00,12725,provision Blog
2013-09-04T13:12:34.944+03:00,12725,save completed
2013-09-04T13:12:36.271+03:00,27064,save start
2013-09-04T13:12:36.323+03:00,45768,save start
2013-09-04T13:12:38.166+03:00,27064,provision Blog
2013-09-04T13:12:39.315+03:00,27064,save completed
2013-09-04T13:12:40.566+03:00,59896,save start
2013-09-04T13:12:41.786+03:00,33693,save start
2013-09-04T13:12:42.107+03:00,45768,save completed
2013-09-04T13:12:44.807+03:00,19088,save start
2013-09-04T13:12:45.081+03:00,52109,save start
2013-09-04T13:12:45.122+03:00,33693,save completed
2013-09-04T13:12:45.894+03:00,52109,provision eComm
2013-09-04T13:12:47.148+03:00,19088,save completed
2013-09-04T13:12:52.722+03:00,52109,save completed
2013-09-04T13:12:53.141+03:00,59896,provision eComm
2013-09-04T13:12:55.265+03:00,48927,save start
2013-09-04T13:12:55.794+03:00,47224,save start
2013-09-04T13:12:57.026+03:00,41624,save start
2013-09-04T13:12:58.594+03:00,59896,save completed
2013-09-04T13:13:01.311+03:00,41624,save completed
2013-09-04T13:13:01.410+03:00,47224,save completed
2013-09-04T13:13:01.928+03:00,48927,save completed
2013-09-04T13:13:02.691+03:00,14475,save start
2013-09-04T13:13:04.481+03:00,14475,save completed
2013-09-04T13:13:09.995+03:00,54006,save start
2013-09-04T13:13:16.576+03:00,62550,save start
2013-09-04T13:13:17.900+03:00,62550,provision eComm
2013-09-04T13:13:20.258+03:00,54006,save completed
2013-09-04T13:13:20.479+03:00,59329,save start
2013-09-04T13:13:23.361+03:00,30877,save start
2013-09-04T13:13:26.096+03:00,30877,save Failure
2013-09-04T13:13:26.590+03:00,57119,save start
2013-09-04T13:13:29.248+03:00,59329,provision eComm
2013-09-04T13:13:30.032+03:00,36701,save start
2013-09-04T13:13:30.248+03:00,42236,save start
2013-09-04T13:13:31.719+03:00,42236,provision Blog
2013-09-04T13:13:32.555+03:00,57119,provision eComm
2013-09-04T13:13:34.177+03:00,36701,save completed
2013-09-04T13:13:34.539+03:00,42236,save completed
2013-09-04T13:13:35.121+03:00,57119,provision Blog
2013-09-04T13:13:37.190+03:00,43966,save start
2013-09-04T13:13:37.240+03:00,13867,save start
2013-09-04T13:13:38.881+03:00,13867,save completed
2013-09-04T13:13:39.746+03:00,62550,save completed
2013-09-04T13:13:40.730+03:00,57119,save completed
2013-09-04T13:13:42.418+03:00,43966,save completed
2013-09-04T13:13:45.548+03:00,34093,save start
2013-09-04T13:13:46.238+03:00,34093,provision Blog
2013-09-04T13:13:46.329+03:00,35175,save start
2013-09-04T13:13:46.954+03:00,30067,save start
2013-09-04T13:13:46.990+03:00,60218,save start
2013-09-04T13:13:48.676+03:00,23025,save start
2013-09-04T13:13:49.197+03:00,34093,save completed
2013-09-04T13:13:50.272+03:00,30067,save completed
2013-09-04T13:13:50.314+03:00,35175,save completed
2013-09-04T13:13:51.213+03:00,23025,save completed
2013-09-04T13:13:53.724+03:00,15469,save start
2013-09-04T13:13:54.112+03:00,60218,provision eComm
2013-09-04T13:13:54.947+03:00,40811,save start
2013-09-04T13:13:55.321+03:00,34630,save start
2013-09-04T13:13:55.328+03:00,15469,save completed
2013-09-04T13:13:58.569+03:00,40811,provision Blog
2013-09-04T13:13:58.904+03:00,63794,save start
2013-09-04T13:13:59.297+03:00,39172,save start
2013-09-04T13:13:59.465+03:00,34630,save completed
2013-09-04T13:13:59.632+03:00,40811,save completed
2013-09-04T13:14:00.746+03:00,60218,provision Blog
2013-09-04T13:14:01.800+03:00,39172,provision Blog
2013-09-04T13:14:03.257+03:00,60231,save start
2013-09-04T13:14:03.578+03:00,42471,save start
